title,date
"Saham UNVR-ICBP cs Lagi Kurang Laku, Ternyata Gara-gara Ini!",14 June 2021 13:35
"Saling Salip, ASII Tinggalkan UNVR & Saat TPIA Tekuk HMSP",14 June 2021 12:05
"IHSG Pede di Zona Hijau, Saat Asing Borong Saham BRI & BCA",14 June 2021 09:15
"Live Now! Saham Konsumer Nyungsep & Gak Laku, Gara-gara Apa?",11 June 2021 18:14
"IHSG Ngacir, UNVR Malah Longsor 5 Hari Beruntun! Gegara Ini?",10 June 2021 07:40
"Jorjoran! Unilever 'Suntik' Lagi KEK Sei Mangkei Rp 2,5 T",08 June 2021 13:50
"Royal! 12 Emiten Ini Tebar Dividen, Jangan Kelewat Tanggalnya",04 June 2021 06:55
IHSG Melesat! Asing Borong 6 Saham Big Cap Sekaligus,31 May 2021 16:39
"Harpitnas! IHSG Melesat 1% Lebih, Jawara Pasar Saham Asia",31 May 2021 15:54
"Investor Asing Menyerbu, IHSG Konsisten Menguat di Sesi 1",31 May 2021 12:07
"Kabar Baik! Sepekan Asing Jorjoran Belanja, 5 Saham Ini Laris",31 May 2021 06:40
"Mau Bagi-bagi Dividen Rp 3,8 T, Saham Unilever Nyungsep!",28 May 2021 13:08
Selamat! Putri Gus Dur-Fauzi Ichsan Jadi Komisaris Baru UNVR,28 May 2021 12:20
"Dear Investor! Unilever Bagi Dividen Rp 3,8 T, Cek Jadwalnya",28 May 2021 10:10
Kenapa Heboh dengan IPO GoTo? Cek Dulu Fakta Jeroan Bisnisnya,21 May 2021 09:25
"Bursa Rontok, Diam-diam Asing Serok 10 Saham Ini",20 May 2021 07:10
"UNVR & TPIA Mulai Vaksin Mandiri, Sahamnya Kok Ambles?",18 May 2021 10:50
"Jokowi ke Unilever Cek Vaksinasi Mandiri, KAEF Jadi Operator!",18 May 2021 09:55
"Market Cap BCA Naik Rp 10 T, Unilever Bangkit Salip Astra",17 May 2021 11:47
"Lebaran Sebentar Lagi, Terkuak 10 Saham Paling Ramai Trading!",11 May 2021 08:20
Besok Libur! Jangan Kelewat Saham-saham Prospek Cuan Hari Ini,11 May 2021 08:03
"Market Cap Unilever Drop Rp 18 T, Ditikung Astra! BCA Teratas",10 May 2021 12:10
"IHSG Dibuka Hijau, tapi Rawan Koreksi Karena Terjepit",10 May 2021 09:31
"Live Now! Asyiiik, Siap-siap Dapat 'THR' Dividen Emiten",07 May 2021 18:15
Gagal Lagi ke 6.000! Asing Lepas BBRI-UNVR & Beli ANTM-INCO,07 May 2021 16:50
"Kemarin Nyungsep, Saham UNVR Ramai-ramai Dilepas Asing!",07 May 2021 13:34
"Pekan Depan Lebaran, Yuk Cari Cuan dari Saham Pilihan Ini",07 May 2021 08:26
"Siap-siap 'THR' Dividen, TLKM-HMSP-UNVR Gelar RUPST",07 May 2021 06:32
"Asing Borong Saham Big Cap, IHSG Cuma Koreksi Tipis",06 May 2021 16:30
"Walah! Bank MNC-Unilever Nyungsep, Saham BUDI-KOTA Jawara",06 May 2021 16:01
Masih Oke Gak Koleksi Saham Ritel-Konsumer Usai Lebaran?,06 May 2021 15:25
"IHSG Kumat! Sempat Hijau, Sesi I Malah Ditutup di Zona Merah",06 May 2021 12:14
"Cakep nih, Jelang Rilis PDB RI, Saham Emiten Big Cap Ngamuk!",05 May 2021 09:57
Waduh! 'Tsunami' Covid India Bikin Asing Cicil Masuk RI,04 May 2021 14:35
"Cekidot! 10 Kabar Emiten, Laba Q1 GGRM Drop-Laba UNVR Anjlok",03 May 2021 08:43
"Bodo Amat IHSG Drop, 'Bandar Gede' Beli 10 Saham Ini Sebulan!",03 May 2021 06:50
"Laba Unilever Drop Jadi Rp 1,7 T di Q1, Ini Biang Keroknya!",30 April 2021 10:11
Duet Sri Mulyani-Biden Sukses Bikin IHSG Menghijau,23 April 2021 15:39
"Gugatan Merek! Gudang Garam vs Gudang Baru, UNVR vs Orang Tua",22 April 2021 11:25
"Lebaran 20 Hari Lagi, Saham Konsumer Mulai Ketiban 'THR' nih!",22 April 2021 09:50
"Gojek-Tokopedia Listing di BEI, Ini Bakal Terjadi pada IHSG",20 April 2021 18:25
"IHSG Babak Belur! Pembukaan Langsung Drop 0,6%",20 April 2021 09:08
"Laris Manis! Asing Borong 10 Saham Ini Sepekan, Mau Ikutan?",19 April 2021 06:50
"Tuh...Kan! Awal Bulan Puasa, Saham Konsumer Mulai Semringah",14 April 2021 10:36
"Head to Head Unilever-Indofood-Mayora, Siapa Paling Memble?",13 April 2021 13:25
Bukan Pilihan Lagi? Long & Short Term Saham UNVR Boncos,13 April 2021 11:20
"Pantas IHSG Babak Belur, Saham Emiten Big Cap Hancur Lebur!",13 April 2021 10:08
Ternyata 3 Momen Ini Waktu yang Pas Borong Saham Konsumer!,13 April 2021 08:55
"Diam-diam Saham Konsumer Mulai Diakumulasi, Saatnya Serok?",13 April 2021 08:25
Mau Ikutan Borong 15 Saham Ini Sepekan? Simak Daftarnya,12 April 2021 06:01
Catat yah! Ini Emiten yang Royal Bagi Dividen Gede,09 April 2021 14:30
"Joss! IHSG Tembus 6.100, Deretan Saham Big Cap Ini Ngamuk...",09 April 2021 09:27
"Jelang Ramadan, 8 Saham Emiten Konsumer Ini kok Nyungsep?",09 April 2021 08:54
Lanjoot! IHSG Kembali Merangsek ke Zona Hijau Pagi Ini,08 April 2021 09:17
"Dahsyat! Efek Margin Call di AS, Bikin IHSG & Rupiah Tumbang",30 March 2021 11:49
"Kacau! IHSG Ambruk di Bawah 6.100, Ini Biang Keroknya",30 March 2021 10:26
"Saham Raksasa Konsumer ICBP-GGRM Cs Bangkit, Awas PHP!",30 March 2021 08:45
"IHSG Bikin Deg-degan, Cek Saham-saham Potensi Cuan Hari Ini!",30 March 2021 08:20
"Saham ASII-UNVR-HMSP 5 Tahun Tekor, Ternyata Ini Sebabnya!",29 March 2021 10:15
"Live Now! Pegang ASII-UNVR-HMSP 5 Tahun Tekor, kok Bisa?",26 March 2021 18:15
Cakep..IHSG Diramal Rebound! Cek Dulu Saham Pilihannya Gaes,26 March 2021 08:29
"5 Tahun Tak Cuan, Saham HMSP-UNVR-ASII Makin Parah",25 March 2021 13:03
Astaga! Pegang Saham ASII-HMSP-UNVR 5 Tahun Malah Boncos,25 March 2021 08:20
Alamak! Trio Saham HMSP-UNVR-ASII Kembali Bonyok,24 March 2021 13:25
Ini Sederet Saham yang Jadi Biang Kerok IHSG Drop 1%,24 March 2021 09:56
Duh Gusti! Kok Trio Saham Big Cap ASII-UNVR-HMSP Drop Terus?,23 March 2021 08:18
"Astaga! Trio Saham Big Cap HMSP-ASII-UNVR Ambruk, Ada Apa?",22 March 2021 14:07
Happy Monday! Intip Bocoran Saham-saham Pilihan Hari Ini,22 March 2021 08:37
"Digandeng Bio Farma, Anak Usaha KLBF Distribusi Vaksin Covid",19 March 2021 15:12
"Mood Booster, 10 Saham Favorit Asing yang Kerek IHSG, Thanks!",19 March 2021 06:43
"Sudah 5 Tahun Saham UNVR Gak ke Mana-mana, Kenapa ya?",18 March 2021 08:25
Rezeki Gak ke Mana! Siap-siap 5 Emiten Gede Ini Bagi Dividen,17 March 2021 07:40
"Ada Lho Saham Blue Chip Potensi Rebound, Serok Gak?",16 March 2021 18:00
Ternyata Ini Biang Kerok Kenapa Saham-saham Big Cap Jeblok!,16 March 2021 11:25
"Aduh Unilever! Saham Ambles, Market Cap-nya Menguap Rp 33 T",15 March 2021 13:12
"No Loyo-loyo Club, Ini Saham Paling Joss Se-RI versi JPMorgan",14 March 2021 10:53
Ekonomi Bangkit! Ini Saham yang Diuntungkan versi JPMorgan,13 March 2021 15:30
"Jumat 'Kejepit', Cek Saham-saham Potensi Cuan Hari Ini!",12 March 2021 08:15
"Kacau! Rapor Sahamnya Merah Semua, Ada Apa dengan Unilever?",10 March 2021 15:25
"Cek ya! 4 Saham Big Cap Ini Paling Anjlok di Bursa, Kok Bisa?",10 March 2021 06:49
Balik Arah! Ini Biang Kerok Saham yang Bikin IHSG Nyungsep,08 March 2021 11:18
"Biang Kerok IHSG Nyungsep, Asing Lego 10 Saham Top di Bursa",05 March 2021 07:20
"Sri Mulyani Hapus Pajak Dividen, Cermati Saham Ini Bro!",04 March 2021 08:46
Welcome Maret! Intip Bocoran Saham Pilihan Potensi Cuan nih,01 March 2021 08:18
"Akhir Pekan, Jangan Ketinggalan Cek Saham Potensi Cuan Ini!",26 February 2021 08:22
"Neraca Dagang Surplus, 5 Saham Big Cap Ramai Dilepas Asing!",15 February 2021 12:31
"Saham Sudah Mahal tapi Nanjak Terus, PER-PBV Gak Ngefek Lagi?",11 February 2021 10:45
"Penjualan Ritel Anjlok, Apa Kabar Jualannya Emiten Konsumer?",09 February 2021 17:03
"Cek Gaes! Ada 10 Saham Favorit Asing Sepekan, 3 BUMN Masuk",08 February 2021 06:49
"Pandemi 2020, Laba Unilever Indonesia Drop 3% Jadi Rp 7,2 T",05 February 2021 08:39
"TKIM hingga ITMG, Asing Rebutan 10 Saham 'Seksi' Ini",05 February 2021 06:15
"2020 Berat, Laba Bisnis Konsumer Unilever Drop Jadi Rp 94 T",04 February 2021 16:58
Penasaran dengan Saham UNVR? Lagi Hoki Loh Saat Corona,02 February 2021 11:04
"Kebagian Rejeki, KLBF Bakal Jadi Distributor Vaksin Corona",21 January 2021 09:15
"IHSG Galau Tak Karuan, Padahal Dana Asing Masuk Bursa RI",20 January 2021 09:17
"Distribusi Vaksin Corona, Saham UNVR Terbang Saat IHSG Merah",19 January 2021 09:47
"Unilever Distribusikan Vaksin Covid, Ini Penjelasan Bos UNVR",19 January 2021 09:35
"Bantu Distribusi Vaksin Corona, Saham Unilever Jadi Perhatian",19 January 2021 08:50
"BCA & BRI di Puncak, Market Cap Astra-Unilever Kejar-Kejaran",18 January 2021 13:35
"10 Saham Paling Hancur & Moncer Sepekan, Ini Daftarnya!",18 January 2021 07:15
"8 Kabar Pasar ""Hot"", Ada Emiten Hary Tanoe hingga Grup Bakrie",15 January 2021 08:01
"Kalah Lawan Orang Tua di Merek Pasta Gigi, Unilever Kasasi",14 January 2021 16:40
"BCA & BRI Kokoh di Puncak, Market Cap TPIA Salip HM Sampoerna",11 January 2021 13:57
"Gilak! Cuan GJTL Rp 29 M Sehari, Lo Kheng Hong Mau Lepas?",11 January 2021 13:47
Efek Lo Kheng Hong! Saham GJTL Terbang Lagi & Mau ARA Nih,11 January 2021 09:51
"Ada Kabar Diserok Lo Kheng Hong, Saham GJTL Langsung ARA",08 January 2021 14:10
"Diam-diam Serok Saham GJTL, Lo Kheng Hong Cuan Ratusan Persen",08 January 2021 14:02
"Diam-diam Akumulasi, Lo Kheng Hong Genggam 5% Saham GJTL",08 January 2021 13:19
"Asing Nyerok Saham Banyak, IHSG Terbang Tinggi 1,5%",07 January 2021 15:32
"2 Direksi Unilever Mundur dari Jabatannya, Ada Apa?",06 January 2021 11:50
"IHSG Hijau tapi So So Saja, Asing Borong BBCA & BBNI Lagi",06 January 2021 09:19
"Baru 39 Hari, kok Jonan Mundur dari Komisaris Sido Muncul?",06 January 2021 08:57
"IHSG Ditutup Hijau, 229 Saham Joss! Asing Borong BBCA & BBNI",05 January 2021 15:42
"Lega! IHSG Selamat di Sesi I, Asing Borong BBCA & BBNI",05 January 2021 12:01
"Market Cap ICBP & BRPT Kejar-kejaran, BBCA Kokoh di Puncak",04 January 2021 13:15
"Sst... Asing Kabur di 10 Saham Ini Kemarin, Hari Ini Piye?",29 December 2020 06:38
"IHSG Bakal Jebol 6.200, Asing Buru-buru Belanja 10 Saham Ini",22 December 2020 06:20
"Joss! IHSG Dekati 6.200, Saham-saham Ini Bikin Indeks Melesat",21 December 2020 10:52
"Diam-diam, Asing Malah Rebutan Kabur di 10 Saham Ini Sepekan",21 December 2020 06:06
"Asing Kabur Rp 540 M, Ambil Untung Setelah Isu Vaksin Lenyap",08 December 2020 13:21
Tembus 5.800! IHSG Dapat Suntikan Vaksin Pfizer & Moderna,02 December 2020 15:22
"Market Cap BCA di Bawah Rp 800 T, Bank Mandiri Salip Unilever",30 November 2020 11:17
"Jadi Komisaris Sido Muncul, Begini Respons Ignasius Jonan",25 November 2020 17:17
Sah! Ira Noviarti Jadi Bos Baru Unilever Indonesia,25 November 2020 12:52
"Gak Cuma UNVR, Emiten Sinarmas Bagi Dividen Interim Rp 1,2 T",25 November 2020 12:32
Catat Dulu! Deretan 10 Kabar Emiten Sebelum Trading Hari Ini,24 November 2020 08:40
"Investor Rela Bayar Mahal Demi Saham Satu Ini, Apa Alasannya?",24 November 2020 07:06
"Siap Bagi Dividen Interim Rp 3,3 T, Saham UNVR Diborong Asing",23 November 2020 16:32
8 Emiten Ini Baik Bener Bagi Dividen Interim Pas Lagi Corona,23 November 2020 15:16
"Unilever Bagi Dividen Interim, Apa Maksudnya Dividen Interim?",23 November 2020 10:50
"Wah! Unilever Bagi Dividen Interim Rp 3,3 T, Catat Jadwalnya",23 November 2020 08:06
Kejar-kejaran! Market Cap Telkom Akhirnya Salip Unilever,16 November 2020 12:52
"Profit Taking Masih Awet, IHSG Turun 0,3% di Penutupan Sesi 1",12 November 2020 11:46
"RUPSLB 25 November, Ira Noviarti Calon Bos Baru Unilever",12 November 2020 11:23
"Asing Borong Rp 189 M Saham RI, 5 Saham Ini Cuan Banyak",10 November 2020 07:20
"Trump Kalah! Pekan Lalu, Asing Borong 10 Saham Blue Chip Ini",09 November 2020 07:05
"Asing Masuk Rp 1,2 T ke Bursa RI, 5 Saham Ini Laris Diborong",07 November 2020 15:30
"Biden Unggul, Ini 5 Saham yang Dikoleksi & Dilepas Asing",06 November 2020 06:22
Trump Bakal Kalah! Saham-saham Kelas Kakap Ini Diborong Asing,05 November 2020 15:50
"Rugi Indosat Q3 Bengkak Jadi Rp 457 M, Laba Adaro Ambles 73%",04 November 2020 08:23
"Biden VS Trump, Diam-diam Asing Borong 5 Saham Blue Chip Ini",04 November 2020 08:00
"Meski Laba Q3 Merosot, Unilever Jajaki Akuisisi Brand Baru",03 November 2020 12:03
"CT Caplok Saham Bank Harda, Kalbe Lepas Saham Extra Joss",03 November 2020 07:51
7 Kabar yang Patut Disimak Sebelum Jual-Beli Saham Hari Ini,23 October 2020 08:23
"Pandemi, Laba Unilever Indonesia Q3 Susut Jadi Rp 5,4 T",22 October 2020 18:29
"Loncat di Penghujung Acara, IHSG Merah Tipis, Asing Kabur!",16 October 2020 15:22
"Demonstrasi Reda, IHSG Sempurna Reli 5 Hari Beruntun.",09 October 2020 15:33
"Demo Berujung Kerusuhan, IHSG Dibuka Merah & Mulai Galau",09 October 2020 09:19
"Saat yang Lain Pesta Pora, 4 Saham LQ45 Malah Diobral Asing!",06 October 2020 12:13
"Market Cap Emiten Rontok, 3 Besar Masih BBCA, BBRI & UNVR",05 October 2020 12:17
"Baca 9 Kabar Ini, Buat Referensi Cari Cuan Hari Ini",05 October 2020 08:49
"Bakal Jadi Bos Baru Unilever Indonesia, Siapa Ira Noviarti?",02 October 2020 17:37
"Dirut & Komut Unilever Indonesia Mundur, Ada Apa?",02 October 2020 16:22
Welcome Oktober! Cek Yuk Saham-saham Potensi Cuan Hari Ini,01 October 2020 08:19
"Kapilitasasi Big Cap Drop, BRI, Telkom, Mandiri & Astra Naik",21 September 2020 12:47
"Market Cap Emiten Big Cap Tergerus, tapi ICBP Bisa Bertahan",14 September 2020 12:42
Was-was IHSG Jebol? Boleh Dicek Saham-saham Potensi Cuan Ini,11 September 2020 08:40
"Cuma Modal Rp 30 Juta, Anda Bisa Hijaukan IHSG Lho! Tapi...",07 September 2020 14:22
"BCA Masih Kokoh di Puncak, Market Cap 5 Emiten Melesat!",07 September 2020 12:42
Siapkan Amunisi! Simak Deretan Saham Potensi Cuan Hari Ini,07 September 2020 08:25
"Asing Bawa Kabur Nyaris Rp 1 T, IHSG Menyerah di Zona Merah",04 September 2020 15:32
Mau Beli Saham Saat Pandemi? Simak Dulu deh Saran JPMorgan,03 September 2020 14:37
"Pasar Masih Khawatirkan BI, IHSG Tutup Sesi 1 di Zona Merah",03 September 2020 12:00
Welcome September! Simak Deretan Saham Potensi Cuan Hari Ini,01 September 2020 08:15
"Jerome Powell 'Suntik' Pasar, Asing Borong BMRI, KPIG & UNVR!",28 August 2020 09:37
Akhir Pekan Nih! Cek Saham-saham Potensi Cuan Hari Ini,28 August 2020 08:32
"Kenyang Liburan, IHSG Dibuka Hijau tapi Galau",24 August 2020 09:20
"Ignasius Jonan Sebut 4 Bisnis Ini Laku Usai Corona, Apa Saja?",08 August 2020 17:35
"IHSG Siap Tembus 5.200, Boleh Dicek Saham-saham Pilihan Ini",07 August 2020 08:25
"Dianggap Sebagai 'Pembunuh Massal', Menperin Agus Curhat",04 August 2020 12:25
"4 Emiten Ini Royal Bagi Dividen Lho, Masih Menarik Diborong?",03 August 2020 15:37
"Awas Sesak Nafas, Perdagangan Hari Ini Butuh Oksigen Banyak",03 August 2020 06:16
Siap Ngacir! Ini Dia 10 Saham yang Diborong Asing Sepekan,03 August 2020 06:05
"Asing Borong Saham Rp 103 M, IHSG Akhirnya Happy Weekend!",30 July 2020 15:39
"Imbas PSBB, Laba Unilever Semester I Drop Jadi Rp 3,6 T",30 July 2020 10:19
"Thanks Mr. Powell, Siap-siap IHSG Tembus 5.155 Hari Ini",30 July 2020 08:52
"Asing Kabur Rp 434 M Kemarin, 10 Saham Ini Ramai Dilepas!",30 July 2020 07:46
"IHSG Balik Arah Jadi Merah, Asing Lepas TOWR & BMRI",29 July 2020 15:42
Tekanan Belum Mereda! Siap-siap IHSG Bikin Kecewa di Sesi II,29 July 2020 12:57
"207 Saham Ambles, IHSG Merah! Asing Cabut Rp 197 M",29 July 2020 12:29
"Koreksi Wall Street Menular, IHSG Ambles, Asing Kabur Rp 28 M",29 July 2020 09:18
"Kayaknya RI Gak Jadi Resesi, IHSG Bakal Rebound!",29 July 2020 08:41
"IHSG Rentan di Bawah 5.000, Simak Deretan Saham Potensial Ini",29 July 2020 08:22
"Dahsyat! 5 Saham Ini Meroket Kemarin, Cuan Lagi Gak Hari Ini?",29 July 2020 06:45
"Gak Kuat Tekanan Jual Asing Rp 295 M, IHSG Tersungkur",28 July 2020 15:37
Mau Cuan? Deretan Saham Ini Diprediksi Bakal Tahan Banting,28 July 2020 15:02
Waspada! IHSG Sesi II Bakal Nyusruk ke Level 5.090,28 July 2020 13:07
"Asing Kabur Rp 123 M, IHSG Terperosok ke Zona Merah",28 July 2020 11:49
"Asing Lepas Saham BBRI, BMRI & MNCN, IHSG Kini Merah!",28 July 2020 09:51
"Diguyur Sentimen Positif, IHSG Menguat, BBCA & UNVR Diborong!",28 July 2020 09:25
"Market Cap BRI Melesat Rp 10,31 T, Astra Geser Posisi HMSP",27 July 2020 12:12
"Didepak dari LQ45, Saham WSKT, LPPF & BRPT Rontok!",27 July 2020 11:02
"Operasi Jouska Disetop, Unilever Siap Bagi Dividen Rp 4,1 T",27 July 2020 07:59
"BRPT, LPFF & WSKT Terlempar dari IDX30, Siapa Penggantinya?",27 July 2020 07:53
"Ini Dia 3 Saham Penghuni Baru LQ45, BRPT, WSKT & LPPF Didepak",27 July 2020 07:25
"Unilever Sebar Dividen Rp 4,1 T,  Setiap Saham Dapat Rp 107",24 July 2020 13:06
Sah! Ignasius Jonan Jadi Komisaris Independen Unilever,24 July 2020 11:55
"Naik Tipis, Semester I Penjualan Unilever Capai Rp 21,8 T",24 July 2020 11:06
"IHSG Tembus 5.100, Asing Ramai Profit Taking di 5 Saham Ini",22 July 2020 06:59
Belasan Ribu Armada Grab Dilengkapi Lifebuoy Hand Sanitizer,20 July 2020 20:39
"BCA Kokoh di Puncak, Indofood CBP Singkirkan Sinar Mas",20 July 2020 10:58
"Deretan Saham Ini Diborong Asing, Investor Singapura kah?",15 July 2020 13:33
"Indofood CBP Terdegradasi, Sinar Mas Masuk 10 Besar Big Cap",13 July 2020 12:08
"Kabar Baik Vaksin Gilead, IHSG Siap-siap Tembus 5.100",13 July 2020 08:12
2 Saham Ini Diborong Asing & IHSG Bertahan di Level 5.000,11 July 2020 14:40
"Gagal Happy Weekend! IHSG Merah, Asing Masuk Cuma Rp 97 M",10 July 2020 15:36
"Asyik! Deretan Saham LQ45 Ini Sudah 'New Normal', Beli Lagi?",10 July 2020 11:27
"Barito Pacific Depak ICBP, Market Cap Bank-bank RI Melonjak",06 July 2020 10:53
"Meski Tutup Pabrik di Cikarang, Saham Unilever Tetap Hijau",06 July 2020 09:59
"IHSG Menuju 5.000, Simak Sederet Kabar dari Emiten",06 July 2020 08:39
"Tahir Suntik Mayapada Rp 750 M, Pieter Tanuri Masuk Indomobil",04 July 2020 14:09
"Efek Pabrik Tutup Gegara Covid, Saham Unilever Drop Hampir 2%",03 July 2020 16:50
